SpecID,SubjectName,SortOrder,Variety,CardNumber,CardNumberSort,GradeN0,Grade1Q,Grade1,Grade1_5Q,Grade1_5,Grade2Q,Grade2,Grade2_5,Grade3Q,Grade3,Grade3_5,Grade4Q,Grade4,Grade4_5,Grade5Q,Grade5,Grade5_5,Grade6Q,Grade6,Grade6_5,Grade7Q,Grade7,Grade7_5,Grade8Q,Grade8,Grade8_5,Grade9Q,Grade9,Grade10,Total,GradeTotal,HalfGradeTotal,QualifiedGradeTotal
2607489,Rapidash-Holo,0.0,,023,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,9,0,0
2510473,Rapidash-Holo,0.0,1st Edition,023,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,16,23,23,0,0
2302949,Moltres EX-Holo,0.0,,024,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,9,20,35,35,0,0
2133527,Moltres EX-Holo,0.0,1st Edition,024,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,2,0,0,8,31,47,47,0,0
2706422,Poliwrath-Holo,0.0,,027,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,8,16,16,0,0
2383262,Poliwrath-Holo,0.0,1st Edition,027,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,17,25,25,0,0
4804988,Seel,0.0,1st Edition,028,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
4805134,Dewgong-Holo,0.0,,029,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,6,11,11,0,0
2573516,Dewgong-Holo,0.0,1st Edition,029,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,21,26,26,0,0
2811495,Cloyster-Holo,0.0,,031,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,13,18,18,0,0
2419377,Cloyster-Holo,0.0,1st Edition,031,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,19,25,25,0,0
4805141,Magikarp,0.0,,034,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2839275,Magikarp,0.0,1st Edition,034,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,8,8,0,0
2089033,Gyarados EX-Holo,0.0,,035,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,8,0,0,25,51,87,87,0,0
2126073,Gyarados EX-Holo,0.0,1st Edition,035,35,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,25,58,92,92,0,0
2077144,Articuno EX-Holo,0.0,,036,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,6,21,34,34,0,0
2133530,Articuno EX-Holo,0.0,1st Edition,036,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,9,34,47,47,0,0
2789565,Pikachu,0.0,,037,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,9,9,0,0
2696547,Pikachu,0.0,1st Edition,037,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,15,42,42,0,0
2317330,Raichu-Holo,0.0,,038,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,10,20,20,0,0
2573511,Raichu-Holo,0.0,1st Edition,038,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,7,24,35,35,0,0
2302946,Electrode EX-Holo,0.0,,042,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,12,18,36,36,0,0
2133531,Electrode EX-Holo,0.0,1st Edition,042,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,41,53,53,0,0
2380454,Zapdos EX-Holo,0.0,,043,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,18,12,35,35,0,0
2137345,Zapdos EX-Holo,0.0,1st Edition,043,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,0,7,35,50,50,0,0
4805150,Slowpoke,0.0,,044,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4101515,Slowpoke,0.0,1st Edition,044,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0
2573509,Slowbro-Holo,0.0,,045,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,6,13,13,0,0
2573506,Slowbro-Holo,0.0,1st Edition,045,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,19,33,33,0,0
2839273,Haunter,0.0,1st Edition,047,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
2225840,Gengar EX-Holo,0.0,,048,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,3,0,0,9,0,0,30,63,113,113,0,0
2133533,Gengar EX-Holo,0.0,1st Edition,048,48,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,4,0,0,6,0,0,11,0,0,40,89,156,156,0,0
4805007,Drowzee,0.0,1st Edition,049,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2307855,Exeggutor-Holo,0.0,,052,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,7,7,0,0
2573493,Exeggutor-Holo,0.0,1st Edition,052,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,18,29,29,0,0
2070661,Mr. Mime EX-Holo,0.0,,053,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,19,32,32,0,0
2133535,Mr. Mime EX-Holo,0.0,1st Edition,053,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,11,47,62,62,0,0
2305044,Mr. Mime EX-Holo,0.0,,054,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,18,31,31,0,0
2133538,Mr. Mime EX-Holo,0.0,1st Edition,054,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,16,38,60,60,0,0
2386393,Nidoqueen-Holo,0.0,,055,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,12,12,0,0
2573502,Nidoqueen-Holo,0.0,1st Edition,055,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,25,31,31,0,0
2386394,Nidoking-Holo,0.0,,056,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,14,0,0
2573497,Nidoking-Holo,0.0,1st Edition,056,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,17,25,45,45,0,0
2839282,Dugtrio,0.0,1st Edition,058,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4805172,Cubone,0.0,,062,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2424398,Marowak-Holo,0.0,,063,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,9,0,0
2383232,Marowak-Holo,0.0,1st Edition,063,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,7,21,31,31,0,0
2383260,Pidgeot-Holo,0.0,,064,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,8,8,0,0
2307695,Pidgeot-Holo,0.0,1st Edition,064,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,17,25,25,0,0
4805032,Clefairy,0.0,1st Edition,065,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2189335,Clefable EX-Holo,0.0,,066,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,10,21,39,39,0,0
2070663,Clefable EX-Holo,0.0,1st Edition,066,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,0,21,35,64,64,0,0
4805038,Lickitung-Holo,0.0,1st Edition,068,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2723072,Kangaskhan-Holo,0.0,,070,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,9,9,0,0
2383265,Kangaskhan-Holo,0.0,1st Edition,070,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,18,28,28,0,0
4805183,Tauros-Holo,0.0,,071,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0
2533835,Tauros-Holo,0.0,1st Edition,071,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,23,28,28,0,0
2509835,Ditto-Holo,0.0,,072,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,12,12,0,0
2573485,Ditto-Holo,0.0,1st Edition,072,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,11,22,22,0,0
2367359,Snorlax-Holo,0.0,,074,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,10,16,16,0,0
2414657,Snorlax-Holo,0.0,1st Edition,074,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,13,20,36,36,0,0
