SpecID,SubjectName,SortOrder,Variety,CardNumber,CardNumberSort,GradeN0,Grade1Q,Grade1,Grade1_5Q,Grade1_5,Grade2Q,Grade2,Grade2_5,Grade3Q,Grade3,Grade3_5,Grade4Q,Grade4,Grade4_5,Grade5Q,Grade5,Grade5_5,Grade6Q,Grade6,Grade6_5,Grade7Q,Grade7,Grade7_5,Grade8Q,Grade8,Grade8_5,Grade9Q,Grade9,Grade10,Total,GradeTotal,HalfGradeTotal,QualifiedGradeTotal
2114020,Electrode-Holo,0.0,1st Edition,036,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,1,0,0,6,1,0,19,122,156,155,1,0
4675380,Zapdos,0.0,,037,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0
2598101,Zapdos,0.0,1st Edition,037,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,7,20,33,33,0,0
2140854,Zapdos-Holo,0.0,,038,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,7,0,0,13,39,64,64,0,0
2097187,Zapdos-Holo,0.0,1st Edition,038,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,11,0,0,49,218,291,291,0,0
5245128,Elekid,0.0,,039,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2903729,Elekid,0.0,1st Edition,039,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,10,0,0
4327868,Drowzee,0.0,1st Edition,040,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,7,7,0,0
3324309,Hypno,0.0,,041,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
4327871,Hypno,0.0,1st Edition,041,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0
2606455,Hypno-Holo,0.0,,042,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,23,33,33,0,0
2114011,Hypno-Holo,0.0,1st Edition,042,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0,5,0,0,33,156,202,202,0,0
5950036,Mr. Mime,0.0,,043,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
2903746,Mr. Mime,0.0,1st Edition,043,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,9,9,0,0
4327880,Jynx,0.0,1st Edition,044,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0
2581354,Espeon,0.0,,045,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,7,0,0
2392572,Espeon,0.0,1st Edition,045,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,2,0,0,17,42,66,66,0,0
2145719,Espeon-Holo,0.0,,046,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,17,40,67,67,0,0
2076989,Espeon-Holo,0.0,1st Edition,046,46,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,9,0,0,3,0,0,18,0,0,87,237,360,360,0,0
2903754,Smoochum,0.0,1st Edition,047,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,8,0,0
7622203,Nidoking,0.0,,048,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0
2849352,Nidoking,0.0,1st Edition,048,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,13,18,18,0,0
2305683,Nidoking-Holo,0.0,,049,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,2,0,0,12,18,38,38,0,0
2178646,Nidoking-Holo,0.0,1st Edition,049,49,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,4,0,0,2,0,0,6,0,0,40,133,189,189,0,0
2914484,Cubone,0.0,,050,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,0,0
2298425,Cubone,0.0,1st Edition,050,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,10,13,13,0,0
2903767,Marowak,0.0,1st Edition,051,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,10,10,0,0
2914487,Hitmonchan,0.0,,052,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2903760,Hitmonchan,0.0,1st Edition,052,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0
2901350,Phanpy,0.0,1st Edition,053,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,12,0,0
5391607,Donphan,0.0,,054,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2903794,Donphan,0.0,1st Edition,054,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,7,0,0
2903659,Tyrogue,0.0,1st Edition,055,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,10,0,0
2326188,Hitmontop,0.0,1st Edition,056,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7,12,12,0,0
7699266,Chansey,0.0,,057,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4327885,Chansey,0.0,1st Edition,057,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,9,0,0
2116178,Eevee,0.0,,058,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,17,38,38,0,0
2263397,Eevee,0.0,1st Edition,058,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,39,53,53,0,0
4327887,Porygon,0.0,1st Edition,059,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0
2901361,Togepi,0.0,1st Edition,060,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,17,17,0,0
5463829,Togetic,0.0,,061,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,6,0,0
4327890,Togetic,0.0,1st Edition,061,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,11,11,0,0
2183933,Togetic-Holo,0.0,,062,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,0,8,20,37,37,0,0
2178651,Togetic-Holo,0.0,1st Edition,062,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,7,0,0,56,121,191,191,0,0
3734855,PORYGON2,0.0,1st Edition,063,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,9,8,1,0
6122321,Smeargle,0.0,,064,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2901418,Smeargle,0.0,1st Edition,064,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,0,0
5463827,Blissey,0.0,,065,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4327893,Blissey,0.0,1st Edition,065,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,11,0,0
2510502,Blissey-Holo,0.0,,066,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,10,15,30,30,0,0
2184239,Blissey-Holo,0.0,1st Edition,066,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,8,0,0,43,121,178,178,0,0
2167635,Umbreon,0.0,,067,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,3,5,13,13,0,0
2300222,Umbreon,0.0,1st Edition,067,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,29,55,94,94,0,0
2192050,Umbreon-Holo,0.0,,068,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,2,0,0,11,0,0,17,59,96,96,0,0
2076990,Umbreon-Holo,0.0,1st Edition,068,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,12,0,0,25,0,0,91,333,474,474,0,0
7623446,Houndour,0.0,,069,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2471739,Houndour,0.0,1st Edition,069,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,13,13,0,0
4244866,Houndoom,0.0,,070,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,5,5,0,0
2663504,Houndoom,0.0,1st Edition,070,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,15,31,31,0,0
2168704,Houndoom-Holo,0.0,,071,71,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,8,0,0,24,30,69,69,0,0
2114017,Houndoom-Holo,0.0,1st Edition,071,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,40,0,0,102,180,331,331,0,0
4250533,Magnemite,0.0,,072,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2901998,Magnemite,0.0,1st Edition,072,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,10,0,0
5463775,Magneton,0.0,,073,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0
2490493,Magneton,0.0,1st Edition,073,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8,14,14,0,0
2388954,Magneton-Holo,0.0,,074,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,6,19,33,33,0,0
1965616,Magneton-Holo,0.0,1st Edition,074,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,4,0,0,23,113,146,146,0,0
4327898,Weakness Guard,0.0,1st Edition,075,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,0
4327899,Super Energy Removal,0.0,1st Edition,076,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
5580024,Seer,0.0,,077,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4327901,Seer,0.0,1st Edition,077,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0
2835658,Pokemon Fan Club,0.0,,078,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0
2730093,Pokemon Fan Club,0.0,1st Edition,078,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,13,13,0,0
3316061,Town Volunteers,0.0,,079,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2909966,Town Volunteers,0.0,1st Edition,079,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11,11,0,0
5955558,Grass Cube 01,0.0,,080,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4327904,Grass Cube 01,0.0,1st Edition,080,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2901993,Fire Cube 01,0.0,1st Edition,081,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0
5591271,Water Cube 01,0.0,,082,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4327911,Water Cube 01,0.0,1st Edition,082,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4327912,Lightning Cube 01,0.0,1st Edition,083,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4327914,Psychic Cube 01,0.0,1st Edition,084,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4327915,Fighting Cube 01,0.0,1st Edition,085,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4327916,Darkness Cube 01,0.0,1st Edition,086,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0
4327917,Metal Cube 01,0.0,1st Edition,087,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
5866707,Pokemon Park,0.0,,088,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4327919,Pokemon Park,0.0,1st Edition,088,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,8,8,0,0
4327921,Power Plant,0.0,1st Edition,089,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4327924,Darkness Energy,0.0,,090,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0
4327925,Metal Energy,0.0,,091,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0
4327927,Rainbow Energy,0.0,,092,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0
